gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,Log_TotalCharges,Log_MonthlyCharges,Monthly_to_Total_Ratio,total_services,streaming_services,is_auto_pay
Female,0,0,0,4,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.45,86.6,1,0-12,4.472780997942346,3.2367157429965316,0.2791095890410959,0,0,0
Male,0,1,0,63,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.1,6705.7,0,49-72,8.81086230571214,4.7104306966455844,0.016416419401494027,7,2,1
Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,90.7,237.65,0,0-12,5.474998043451905,4.51852237926242,0.3800544730777289,3,2,0
Male,0,1,1,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1672.35,0,49-72,7.422582884127426,3.269568939183719,0.01511937132100278,2,0,1
Male,0,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.7,2979.5,1,25-48,7.999846350659981,4.670021158307708,0.03546384834759269,6,2,0
Female,1,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.2,695.75,0,0-12,6.546426666362057,4.456670177669648,0.12228202368137783,3,1,0
Male,0,0,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.35,1654.6,0,49-72,7.4119187598745775,3.232778730037192,0.014707658854795845,2,0,0
Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.25,24.25,1,0-12,3.228826155721369,3.228826155721369,0.9603960396039604,0,0,0
Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.1,1857.85,0,49-72,7.527713295923721,3.261935314328648,0.013502972267799986,2,0,1
Male,1,1,0,16,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),54.55,825.1,0,13-24,6.716715831568459,4.017283516085639,0.06603316789734899,3,0,1
Male,0,1,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,96.6,6424.25,0,49-72,8.767990819512264,4.580877493419047,0.015034434457803197,6,0,0
Female,0,0,0,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,837.95,1,0-12,6.732151109935707,4.350277936359301,0.0911854103343465,2,0,0
Male,0,0,0,51,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),81.15,4126.2,0,49-72,8.32535448993044,4.408546844483277,0.0196622407443303,7,1,1
Female,0,0,1,8,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,38.5,330.8,0,0-12,5.8045323777563445,3.676300671907076,0.1160337552742616,2,1,0
Male,0,0,0,14,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.9,1337.45,0,13-24,7.19926750701427,4.542230386214217,0.06940864432739363,3,2,0
Female,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,93.5,362.2,1,0-12,5.894953646727139,4.548599834499697,0.25743392070484583,5,1,0
Female,0,0,0,70,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Mailed check,84.7,5991.05,0,49-72,8.69818886962152,4.450852825603734,0.01413539606645472,7,2,0
Female,0,0,1,70,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Electronic check,66.0,4891.5,0,49-72,8.495458699270232,4.204692619390966,0.013490035769034237,5,0,0
Female,1,1,0,54,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),101.5,5373.1,1,49-72,8.589346397115445,4.629862798578463,0.01888688338512495,5,2,1
Male,0,0,1,28,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.9,2068.55,1,25-48,7.635086471322152,4.3294166844015844,0.036191442584136646,2,0,1
Male,0,0,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,487.05,0,13-24,6.1904178596209745,3.079613757534693,0.042516135641839974,1,0,0
Female,0,1,0,69,1,No,DSL,No,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),61.45,4131.2,0,49-72,8.326565231778707,4.134366236571586,0.014871013019698951,3,1,1
Male,0,1,1,42,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.5,2301.15,0,25-48,7.7415987478887605,4.0163830207523885,0.02367352257672176,3,0,0
Female,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,131.65,1,0-12,4.8877140805837485,4.257030144499196,0.5246890312853373,1,0,0
Female,1,0,0,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,4036.0,0,25-48,8.30325712085294,4.612642200826793,0.024708942283874165,5,2,0
Male,0,1,1,45,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.75,4900.65,0,25-48,8.497327162110192,4.707275408925245,0.022390419552599638,7,2,1
Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),80.85,5727.45,0,49-72,8.653200267007206,4.404888303817144,0.01411376550375756,7,1,1
Female,0,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,743.05,0,25-48,6.612108236876059,3.0587070727153796,0.027283112694039383,1,0,0
Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),67.8,4804.65,0,49-72,8.477547588009875,4.231203744939298,0.014108393245450667,6,0,1
Male,0,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.05,24.05,1,0-12,3.2208738275308737,3.2208738275308737,0.9600798403193613,2,0,0
Male,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1414.65,0,49-72,7.255344068559612,3.0349529867072724,0.013986507964539258,1,0,1
Male,0,1,0,55,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,1443.65,0,49-72,7.275622356674983,3.2846635654062037,0.01778977607032845,2,0,1
Female,0,1,1,51,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,56.15,2898.95,0,49-72,7.972448774446621,4.04567939024082,0.01936240280004828,4,2,0
Male,0,0,0,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.7,5309.5,0,49-72,8.577441271761595,4.473921899378137,0.01632614631390641,7,2,1
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,20.4,0,0-12,3.0633909220278057,3.0633909220278057,0.9532710280373832,1,0,0
Female,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.65,451.55,0,13-24,6.11489825427318,3.027715319407042,0.04342061650646337,1,0,0
Female,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,50.55,50.55,1,0-12,3.942552210462969,3.942552210462969,0.9806013579049466,2,0,0
Female,0,0,0,2,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,54.35,117.05,0,0-12,4.771108263531522,4.013676659154646,0.4603981363828886,3,0,0
Female,1,0,0,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),108.1,5839.3,0,49-72,8.6725374443659,4.692264892839025,0.018509323151207985,7,2,1
Female,0,0,0,36,1,Yes,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,54.45,1893.5,0,25-48,7.546710230458656,4.015481713796376,0.028741092636579573,3,0,0
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.35,45.35,0,0-12,3.836221292011864,3.836221292011864,0.9784250269687162,1,0,0
Female,0,0,0,28,1,Yes,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,59.0,1654.45,0,25-48,7.411828154175417,4.0943445622221,0.03563985623244435,4,0,0
Female,0,1,1,7,1,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Electronic check,69.45,477.05,0,0-12,6.1697153295314555,4.254903238344689,0.14527769061813617,5,1,0
Male,0,0,0,14,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.55,1415.55,1,13-24,7.255979616917987,4.620551288026394,0.07098231619074512,5,2,0
Male,1,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.95,4546.0,0,49-72,8.42222295382501,4.188896879163323,0.014284143391246977,6,2,1
Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.5,20.5,1,0-12,3.068052935133617,3.068052935133617,0.9534883720930233,1,0,0
Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.85,163.2,0,0-12,5.101085197018328,2.9882040071331994,0.11479902557856274,1,0,0
Male,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,849.9,0,25-48,6.746294612855512,3.0349529867072724,0.023269479374779647,1,0,1
Female,0,0,0,7,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),25.05,189.95,0,0-12,5.252011613671526,3.260017768199376,0.1311861743912019,0,0,1
Male,0,0,0,4,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),74.8,321.9,1,0-12,5.77734267776423,4.328098292648326,0.2316506658408176,2,0,1
Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.3,8058.55,0,49-72,8.994613002676543,4.747537427275013,0.014181933234485796,8,2,1
Female,0,1,0,20,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.45,482.8,1,13-24,6.181671598175927,3.2367157429965316,0.05053741215378255,0,0,0
Male,0,0,0,63,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),109.2,7049.75,0,49-72,8.86088927312677,4.702296896718814,0.01548771407297096,7,2,1
Female,0,0,0,56,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),45.05,2560.1,0,49-72,7.84819213268437,3.829727762701316,0.017590098004763577,4,0,1
Female,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,51.0,286.8,0,0-12,5.662265794453267,3.9512437185814275,0.17720639332870047,2,0,0
Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.45,7982.5,0,49-72,8.985132190779757,4.713576059831878,0.013834784242500156,7,2,1
Male,1,1,1,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.65,5683.6,0,49-72,8.645516043111149,4.450269224770129,0.014891109312880414,4,0,0
Male,0,1,1,67,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,60.05,3994.05,0,49-72,8.292811373766611,4.111693200556713,0.015031100987471995,4,0,0
Male,0,1,1,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.65,369.15,0,0-12,5.913908328889107,3.8210036070409776,0.1206267729298933,1,0,1
Male,0,1,1,52,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),93.25,4631.7,0,49-72,8.440895130460174,4.54595082632812,0.020128650678869774,5,1,1
Female,0,1,1,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,401.95,0,13-24,5.998812484770521,3.056356895370426,0.0502543739918104,1,0,0
Female,0,1,1,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.45,1534.05,0,49-72,7.336318232780702,3.2752561583043085,0.01657926451907104,2,0,0
Female,0,0,0,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,1093.0,0,49-72,6.9975959829819265,3.0726933146901194,0.018829981718464353,1,0,0
Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.1,701.3,0,0-12,6.5543606631649745,4.554928969551344,0.13398832407802932,4,2,0
Male,0,1,1,59,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,34.8,1980.3,0,49-72,7.591508473900213,3.5779478934066544,0.017564225508504516,2,0,0
Male,0,0,0,46,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.75,2893.4,0,25-48,7.9705331146410305,4.123093975508087,0.020988805970149252,5,2,1
Male,0,0,0,5,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,51.35,262.3,0,0-12,5.573294066502264,3.9579519373165457,0.19502468666919862,2,0,0
Male,1,1,0,59,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.05,3886.85,0,49-72,8.265611584589179,4.1751562049585145,0.016474401018557815,5,2,1
Female,0,1,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.8,5917.55,0,49-72,8.685846765444772,4.4520190064939165,0.014327833675477946,7,2,1
Female,0,0,0,14,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),71.0,914.0,1,13-24,6.818924065275521,4.276666119016055,0.07759562841530054,1,0,1
Female,0,0,0,44,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,2139.1,0,25-48,7.668607835896095,3.9347624923976356,0.023433484416616045,2,0,0
Female,0,1,0,64,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,1,Credit card (automatic),94.6,5948.7,0,49-72,8.691096077100468,4.560172820057356,0.0158999613425887,5,1,1
Female,0,1,1,58,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,59.75,3624.35,0,49-72,8.195706114352095,4.1067670822206574,0.0164811673355676,5,2,0
Female,1,1,0,46,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,0,Electronic check,100.25,4753.85,0,25-48,8.466920428740588,4.617592705986649,0.02108373555422358,5,2,0
Male,1,1,0,58,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,98.9,5780.7,0,49-72,8.662453036069365,4.604169685654508,0.017105695556670186,5,2,0
Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Credit card (automatic),97.7,6869.7,0,49-72,8.835021272311026,4.592084946439436,0.014219802931287934,5,2,1
Female,1,0,0,30,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,40.3,1172.95,1,25-48,7.068129410043267,3.720862499966987,0.03432854891605264,2,1,0
Male,1,0,0,11,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),60.25,662.95,0,0-12,6.498206845436337,4.114963849424837,0.09074478499887038,4,0,1
Female,1,0,0,34,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,56.25,1765.95,0,25-48,7.477010175371521,4.047427642434349,0.03183451710574719,4,2,0
Male,0,0,0,54,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,0,Bank transfer (automatic),46.2,2431.95,0,49-72,7.796859791811975,3.8543938925915096,0.018989292833802587,3,1,1
Female,0,0,0,3,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.6,155.35,1,0-12,5.05209708390385,3.9435216724875173,0.32363287496002563,3,2,0
Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.9,1859.2,0,49-72,7.528439287808367,3.254242968705492,0.013385657456187505,2,0,0
Female,0,1,1,40,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,84.85,3303.05,1,25-48,8.102904267698277,4.4526015873434845,0.0256806041070807,4,0,0
Female,0,1,1,2,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,65.7,134.35,1,0-12,4.90786401606031,4.200204952921578,0.4854082009604729,3,2,0
Male,0,1,1,54,1,Yes,DSL,No,No,Yes,No,No,Yes,Two year,0,Credit card (automatic),63.35,3409.1,0,49-72,8.134496895360774,4.164336934042136,0.01857716782499047,4,1,1
Female,0,0,0,14,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),50.1,709.5,0,13-24,6.565968947537155,3.933784497209659,0.0705137227304715,2,0,1
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.5,70.5,1,0-12,4.269697449699962,4.269697449699962,0.986013986013986,1,0,0
Female,0,0,0,10,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.85,953.45,1,0-12,6.861135258346911,4.562784469491653,0.09937660432709937,5,1,0
Female,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,50.15,50.15,0,0-12,3.9347624923976356,3.9347624923976356,0.9804496578690127,2,0,0
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,1,0-12,3.0325462466767075,3.0325462466767075,0.9518072289156626,1,0,0
Male,0,0,0,56,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),64.65,3665.55,0,49-72,8.20700644442437,4.184337600748806,0.01763237921206584,5,0,1
Female,0,1,0,68,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),79.6,5515.8,0,49-72,8.61555326102932,4.389498649512583,0.014428654292343386,6,2,1
Female,0,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.5,272.0,0,13-24,5.60947179518496,3.0204248861443626,0.07142857142857142,1,0,0
Male,0,1,1,68,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Electronic check,99.55,6668.0,0,49-72,8.805225202632306,4.610655116218661,0.014927275453591243,5,2,0
Male,1,1,0,55,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.0,4052.4,0,49-72,8.307311314085213,4.31748811353631,0.01825627867962698,2,0,0
Female,0,0,0,16,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,38.9,664.4,0,13-24,6.500388363584376,3.686376323895818,0.05846107604448452,2,1,0
Male,1,0,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.55,718.55,0,0-12,6.578626016616183,4.388878109622984,0.11055520811618373,2,1,0
Male,0,1,1,14,1,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,65.45,937.6,1,13-24,6.844389403360317,4.196449785159254,0.06973151502237375,4,1,0
Male,1,1,0,58,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.7,5812.6,1,49-72,8.667955279302426,4.602165676967792,0.016977432227879456,5,2,0
Male,0,0,0,53,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),46.3,2546.85,0,49-72,7.843005145257438,3.856510295497887,0.018172184390760838,3,1,1
Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),99.35,6944.5,0,49-72,8.845849246837444,4.608664075242347,0.014304225757684832,6,1,1
Female,1,1,1,14,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.8,1346.3,0,13-24,7.205857868761802,4.572646994282532,0.07110517330958213,4,2,0
Male,0,1,1,22,1,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),67.5,1544.05,1,13-24,7.342811551267739,4.22683374526818,0.04368790654024142,5,1,1
Female,0,1,0,10,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),78.15,765.15,0,0-12,6.641377973024185,4.371344786327021,0.10200352411407689,3,0,1
Female,0,1,1,29,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,692.55,0,25-48,6.541823335209299,3.299533727885655,0.03763247062216135,2,0,0
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,69.6,1,0-12,4.257030144499196,4.257030144499196,0.9858356940509915,1,0,0
Male,0,1,0,49,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,84.35,4059.35,1,49-72,8.30902445577673,4.4467604492404496,0.020774071200758554,7,2,0
Female,1,1,0,68,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,6851.65,1,49-72,8.832390717758596,4.617098756853365,0.01462208050900017,5,2,0
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.05,78.05,1,0-12,4.370080563655481,4.370080563655481,0.9873497786211258,2,1,0
Female,0,0,0,30,0,No phone service,DSL,No,No,No,Yes,No,Yes,One year,1,Credit card (automatic),40.35,1187.05,0,25-48,7.080068586579022,3.7220724214697003,0.03396321703632002,2,1,1
Female,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),79.2,5401.9,0,49-72,8.59469112543662,4.384523514872469,0.014658794351181774,7,1,1
Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.9,247.0,0,0-12,5.5134287461649825,3.086486636822455,0.0842741935483871,1,0,0
Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,73.6,520.0,1,0-12,6.255750041753367,4.312140507209715,0.14126679462571975,2,0,0
Female,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.75,706.6,1,0-12,6.56187896228563,4.327438444389479,0.10563877897117015,2,0,0
Female,0,0,1,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,49.9,49.9,0,0-12,3.929862923556477,3.929862923556477,0.9803536345776032,2,0,0
Female,0,0,0,20,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),68.9,1370.35,0,13-24,7.223550935092717,4.247065649239764,0.05024246180770774,5,1,1
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,0,0-12,3.056356895370426,3.056356895370426,0.9529411764705882,1,0,0
Female,0,0,0,29,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),76.0,2215.25,0,25-48,7.703571857388417,4.343805421853684,0.03429216018048505,2,0,1
Male,0,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,74.0,74.0,0,0-12,4.31748811353631,4.31748811353631,0.9866666666666667,2,0,0
Male,0,0,0,3,1,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,82.3,214.4,0,0-12,5.372496764722288,4.422448549172797,0.3820798514391829,3,0,0
Female,0,0,0,20,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.4,1871.15,0,13-24,7.534842782032572,4.504244267398131,0.047752583927569904,4,1,1
Male,0,0,1,64,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),99.15,6171.2,0,49-72,8.727810617365039,4.606669062111827,0.016063964226693886,5,2,1
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,20.2,1,0-12,3.054001181677967,3.054001181677967,0.9528301886792453,1,0,0
Female,0,0,0,6,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.45,161.45,0,0-12,5.090370262115109,3.416085994155906,0.18128654970760236,1,0,1
Male,0,1,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,19.8,1013.2,0,49-72,6.921855403360919,3.0349529867072724,0.019522776572668113,1,0,0
Male,0,0,0,6,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),59.15,336.7,0,0-12,5.822157927391522,4.096841442420688,0.17515546342907906,3,1,1
Male,0,1,1,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.75,333.65,0,0-12,5.813085209546651,3.82319179172153,0.13372179889436725,1,0,0
Male,0,1,1,72,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Credit card (automatic),90.8,6511.8,0,49-72,8.781524750259768,4.519612297626445,0.01394177619457069,4,1,1
Male,0,1,0,8,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.55,393.45,0,0-12,5.977492389541099,3.9229629454664803,0.12561794904297122,2,0,1
Female,0,1,1,67,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),106.7,7009.5,0,49-72,8.855164304161185,4.679349584162343,0.015220027102203838,6,2,1
Female,1,1,0,24,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.55,2264.05,1,13-24,7.725352112728672,4.549128795104466,0.04130151652281406,4,2,0
Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),94.45,6921.7,0,49-72,8.842561145924268,4.558602550171757,0.013643520591676658,5,1,1
Male,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.45,600.25,0,25-48,6.399010821419971,3.017982882488811,0.032349272349272346,1,0,1
Male,0,0,0,2,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.05,56.35,1,0-12,4.04917284357538,3.260017768199376,0.43679163034001744,0,0,0
Male,0,1,0,70,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Mailed check,67.95,4664.15,0,49-72,8.44787526710534,4.233381604239311,0.014565448056332595,5,1,0
